genotype,loc,test,year,rep,code,plot,fc,md,pub,lod,ht,yield,sdwt,sq,notes,note1,note2,nir_no,date_time_of_analysis,moisture,oil_dry_basis,protein_dry_basis,linoleic_acid_dry_basis,linolenic_acid_dry_basis,oleic_acid_dry_basis,palmitic_acid_dry_basis,stearic_acid_dry_basis,bar_code,twt_moisture,twt_weight,twt_temperature,twt_date_time,...10
RM19-2658,PLY,HIF 5,2021,2,11,43,p,4,t,1,20,2303.5,14.2,2.5,NA,NA,NA,NIR-06892,2022-01-07T10:50:41Z,7.89,23.22,41.8,60.76,8.97,12.96,11.64,4.67,2021_PLY_HIF 5_11_RM19-2658_2_NIR-06892,8.2,57.4,62.6,2021-12-20T08:56:36Z,NA
RM19-2658,PLY,HIF 5,2021,3,11,69,p,NA,t,NA,NA,2048.4,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,57.3,69.8,2021-12-20T08:57:29Z,NA
RM19-2665,PLY,HIF 5,2021,1,12,18,p,1,t,1,25,2061.7,13.5,2,NA,NA,NA,NIR-06893,2022-01-07T10:51:12Z,7.57,23.03,43.02,61.55,9.75,11.86,11.33,4.7,2021_PLY_HIF 5_12_RM19-2665_1_NIR-06893,8.1,57.4,61.6,2021-12-20T08:58:23Z,NA
RM19-2665,PLY,HIF 5,2021,2,12,37,p,4,t,1,24,1864.9,14,2,NA,NA,NA,NIR-06894,2022-01-07T10:51:43Z,7.58,22.9,43.22,60.4,8.81,13.42,11.44,4.82,2021_PLY_HIF 5_12_RM19-2665_2_NIR-06894,8.1,57.6,61.7,2021-12-20T08:59:01Z,NA
RM19-2665,PLY,HIF 5,2021,3,12,63,p,NA,t,NA,NA,2070,13.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,57.9,67.2,2021-12-20T08:59:43Z,NA
RM19-2673,PLY,HIF 5,2021,1,13,5,p,3,g,1,22,2376,15.5,2,NA,NA,NA,NIR-06895,2022-01-07T11:13:01Z,7.68,22.34,41.13,68.09,10.23,4.51,11.5,4.66,2021_PLY_HIF 5_13_RM19-2673_1_NIR-06895,8.3,57.5,61.5,2021-12-20T09:00:40Z,NA
RM19-2673,PLY,HIF 5,2021,2,13,57,p,3,g,1,22,1876.7,13.4,2,NA,NA,NA,NIR-06896,2022-01-07T11:13:39Z,7.65,23.03,40.65,66.81,9.53,6.1,11.45,4.78,2021_PLY_HIF 5_13_RM19-2673_2_NIR-06896,8.1,58.2,61.5,2021-12-20T09:01:21Z,NA
RM19-2673,PLY,HIF 5,2021,3,13,79,p,NA,g,NA,NA,2056.4,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,57.7,69,2021-12-20T09:02:03Z,NA
RM19-2674,PLY,HIF 5,2021,1,14,2,p,4,g,1,28,2408.5,16,2,NA,NA,NA,NIR-06897,2022-01-07T11:14:42Z,7.61,21.95,41.7,64.47,10.85,6.32,12.16,4.87,2021_PLY_HIF 5_14_RM19-2674_1_NIR-06897,8.1,57,61.1,2021-12-20T09:02:55Z,NA
RM19-2674,PLY,HIF 5,2021,2,14,48,p,3,g,1,29,2278.8,15.7,2,NA,NA,NA,NIR-06898,2022-01-07T11:14:13Z,7.6,22.35,40.84,68.33,10.21,3.46,12.06,5.16,2021_PLY_HIF 5_14_RM19-2674_2_NIR-06898,8.2,57.5,61.4,2021-12-20T09:03:34Z,NA
RM19-2674,PLY,HIF 5,2021,3,14,86,p,NA,g,NA,NA,1781.6,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,58.1,61.4,2021-12-20T09:04:14Z,NA
RM19-2676,PLY,HIF 5,2021,1,15,15,p,1,g,1,23,2078,15.9,1.5,NA,NA,NA,NIR-06899,2022-01-07T11:15:11Z,7.72,22.11,40.91,65.34,9.9,6.29,12.28,5.14,2021_PLY_HIF 5_15_RM19-2676_1_NIR-06899,8.3,58.6,61.1,2021-12-20T09:05:25Z,NA
RM19-2676,PLY,HIF 5,2021,2,15,50,p,1,g,1,25,1916.9,15.1,1.5,NA,NA,NA,NIR-06900,2022-01-07T11:15:41Z,7.68,22.26,40.91,65.48,10.1,5.98,12.15,5.07,2021_PLY_HIF 5_15_RM19-2676_2_NIR-06900,8.2,57.8,61.4,2021-12-20T09:06:04Z,NA
RM19-2676,PLY,HIF 5,2021,3,15,88,p,NA,g,NA,NA,1678.4,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,58.3,64.8,2021-12-20T09:06:47Z,NA
RM19-2682,PLY,HIF 5,2021,1,16,6,p,1,g,1,24,2086.9,14.2,2,NA,NA,NA,NIR-06901,2022-01-07T10:48:39Z,8.18,21.29,42.22,64.66,10.85,4.96,12.55,5.13,2021_PLY_HIF 5_16_RM19-2682_1_NIR-06901,8.3,59,61.2,2021-12-20T09:07:46Z,NA
RM19-2682,PLY,HIF 5,2021,2,16,53,p,1,g,1,25,2142.5,14.8,2,NA,NA,NA,NIR-06902,2022-01-07T10:47:58Z,7.35,21.36,43.21,65.32,10.19,5.36,12.58,4.8,2021_PLY_HIF 5_16_RM19-2682_2_NIR-06902,8.3,58.5,62.1,2021-12-20T09:08:32Z,NA
RM19-2682,PLY,HIF 5,2021,3,16,66,p,NA,g,NA,NA,2070.7,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,58.7,63.8,2021-12-20T09:09:16Z,NA
RM19-2700,PLY,HIF 5,2021,1,17,9,p,1,t,1.5,28,2085.1,17.2,1.5,NA,NA,NA,NIR-06903,2022-01-07T11:08:52Z,7.19,20.92,47.26,58.65,8.85,15.32,11.61,4.61,2021_PLY_HIF 5_17_RM19-2700_1_NIR-06903,8.1,57,61.6,2021-12-20T09:10:05Z,NA
RM19-2700,PLY,HIF 5,2021,2,17,58,p,1,t,1,30,1913.2,16.1,1.5,NA,NA,NA,NIR-06904,2022-01-07T11:09:28Z,7.72,21.72,46.7,60.55,8.32,13.74,10.33,4.45,2021_PLY_HIF 5_17_RM19-2700_2_NIR-06904,8.3,57.3,61.6,2021-12-20T09:10:46Z,NA
RM19-2700,PLY,HIF 5,2021,3,17,72,p,NA,t,NA,NA,1590.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,56.6,65,2021-12-20T09:11:32Z,NA
RM19-2701,PLY,HIF 5,2021,1,18,16,p,1,t,1.5,27,2099.8,15.3,2,NA,NA,NA,NIR-06905,2022-01-07T11:10:26Z,7.97,21.62,44.44,59.35,8.83,13.93,11.2,4.66,2021_PLY_HIF 5_18_RM19-2701_1_NIR-06905,8.1,58,62.3,2021-12-20T09:12:28Z,NA
RM19-2701,PLY,HIF 5,2021,2,18,51,p,1,t,1.5,25,1761.6,14,2,NA,NA,NA,NIR-06906,2022-01-07T11:09:58Z,7.68,21.64,45.5,59.84,9.05,14.21,11.05,4.46,2021_PLY_HIF 5_18_RM19-2701_2_NIR-06906,8.1,57.8,62,2021-12-20T09:13:14Z,NA
RM19-2701,PLY,HIF 5,2021,3,18,80,p,NA,t,NA,NA,2028.5,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,57,63.8,2021-12-20T09:14:00Z,NA
RM19-2705,PLY,HIF 5,2021,1,19,11,p,0,g,1,32,1851.4,14.1,2,NA,NA,NA,NIR-06907,2022-01-07T11:11:25Z,7.83,21.07,45.76,60.42,9.36,12.03,12.02,4.77,2021_PLY_HIF 5_19_RM19-2705_1_NIR-06907,8.2,57.7,61.9,2021-12-20T09:14:51Z,NA
RM19-2705,PLY,HIF 5,2021,2,19,49,p,1,t,1.5,33,1890.3,14.8,2,NA,NA,NA,NIR-06908,2022-01-07T11:10:55Z,7.9,22.09,44.89,59.77,9.24,12.83,11.97,4.65,2021_PLY_HIF 5_19_RM19-2705_2_NIR-06908,8.4,57.7,61.7,2021-12-20T09:15:33Z,NA
RM19-2705,PLY,HIF 5,2021,3,19,90,p,NA,t,NA,NA,1904.7,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,57.9,64.7,2021-12-20T09:16:14Z,NA
RM19-2708,PLY,HIF 5,2021,1,20,12,p,1,t,2,28,2014.4,13.9,1.5,NA,NA,NA,NIR-06909,2022-01-07T11:12:29Z,7.76,21.5,45.97,61.51,8.7,12.24,11.43,4.66,2021_PLY_HIF 5_20_RM19-2708_1_NIR-06909,8.3,57.5,62,2021-12-20T09:17:13Z,NA
RM19-2708,PLY,HIF 5,2021,2,20,39,p,1,t,2,26,1864.1,14.3,1.5,NA,NA,NA,NIR-06910,2022-01-07T11:11:58Z,7.95,21.92,45.35,57.3,7.97,16.01,10.56,4.84,2021_PLY_HIF 5_20_RM19-2708_2_NIR-06910,8.3,57.1,61.5,2021-12-20T09:17:57Z,NA
RM19-2708,PLY,HIF 5,2021,3,20,82,p,NA,t,NA,NA,1913,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,56.9,63,2021-12-20T09:18:41Z,NA
RM19-2712,PLY,HIF 5,2021,1,21,13,p,1,t,1,27,2218.1,16.2,2,NA,NA,NA,NIR-06911,2022-01-07T11:05:14Z,7.29,23.39,40.16,62.16,9.14,10.02,12.6,5.2,2021_PLY_HIF 5_21_RM19-2712_1_NIR-06911,8.3,56,61.2,2021-12-20T09:19:38Z,NA
RM19-2712,PLY,HIF 5,2021,2,21,59,p,1,t,1,29,2072.5,16.4,2,NA,NA,NA,NIR-06912,2022-01-07T11:04:43Z,7.66,23.31,40.3,58.14,9.37,14.76,11.42,4.86,2021_PLY_HIF 5_21_RM19-2712_2_NIR-06912,8.1,56.9,61.5,2021-12-20T09:20:21Z,NA
RM19-2712,PLY,HIF 5,2021,3,21,78,p,NA,t,NA,NA,1834.9,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,56.5,63.9,2021-12-20T09:21:07Z,NA
RM19-2722,PLY,HIF 5,2021,1,22,3,p,3,g,1,20,2157.6,13.8,2,NA,NA,NA,NIR-06913,2022-01-07T11:05:43Z,7.85,21.67,42.45,64.79,9.44,9.55,11.69,4.96,2021_PLY_HIF 5_22_RM19-2722_1_NIR-06913,8.2,57.1,61.3,2021-12-20T09:22:02Z,NA
RM19-2722,PLY,HIF 5,2021,2,22,38,p,1,g,1,21,2581,13.3,1.5,NA,NA,NA,NIR-06914,2022-01-07T11:06:13Z,7.49,22.06,41.65,61.73,9.22,9.92,11.72,4.85,2021_PLY_HIF 5_22_RM19-2722_2_NIR-06914,8.1,58,61.2,2021-12-20T09:23:07Z,NA
RM19-2722,PLY,HIF 5,2021,3,22,64,p,NA,g,NA,NA,2058.8,13.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,57.9,63.6,2021-12-20T09:23:55Z,NA
RM19-2729,PLY,HIF 5,2021,1,23,19,p,4,g,3,48,1465,12.5,2,NA,NA,NA,NIR-06915,2022-01-07T11:07:10Z,7.46,20.62,45.6,61.1,9.28,11.95,12.04,4.7,2021_PLY_HIF 5_23_RM19-2729_1_NIR-06915,8.3,57.3,62.8,2021-12-20T09:24:49Z,NA
RM19-2729,PLY,HIF 5,2021,2,23,41,p,3,g,3,50,1127.2,12.3,2,NA,NA,NA,NIR-06916,2022-01-07T11:06:43Z,7.68,20.32,46.24,61.42,9.95,11.77,11.74,4.9,2021_PLY_HIF 5_23_RM19-2729_2_NIR-06916,8.3,58.3,62.7,2021-12-20T09:25:36Z,NA
RM19-2729,PLY,HIF 5,2021,3,23,76,p,NA,g,NA,NA,1547.5,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,58.2,63.6,2021-12-20T09:26:42Z,NA
RM19-2731,PLY,HIF 5,2021,1,24,28,p,4,g,2.5,52,1095.5,14,2.5,NA,NA,NA,NIR-06917,2022-01-07T11:07:53Z,7.87,21.86,43.38,57.89,9.53,13.88,11.47,5.19,2021_PLY_HIF 5_24_RM19-2731_1_NIR-06917,8.3,57.2,63.4,2021-12-20T09:27:36Z,NA
RM19-2731,PLY,HIF 5,2021,2,24,56,p,4,g,2,51,1217.4,14.3,2,NA,NA,NA,NIR-06918,2022-01-07T11:08:20Z,7.39,22.98,42.74,57.38,9.09,15.06,11.17,4.82,2021_PLY_HIF 5_24_RM19-2731_2_NIR-06918,8.3,57.3,63.1,2021-12-20T09:28:25Z,NA
RM19-2731,PLY,HIF 5,2021,3,24,84,p,NA,g,NA,NA,1449.7,12.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,56.8,64.7,2021-12-20T09:29:13Z,NA
RM19-2733,PLY,HIF 5,2021,1,25,29,p,4,g,2.5,48,1323.2,14.5,2.5,NA,NA,NA,NIR-06919,2022-01-07T11:03:43Z,6.97,22.92,42.42,60.58,8.84,13.13,10.94,4.92,2021_PLY_HIF 5_25_RM19-2733_1_NIR-06919,8,56.8,63.1,2021-12-20T09:30:05Z,NA
RM19-2733,PLY,HIF 5,2021,2,25,35,p,3,g,2.5,49,1465.7,13.2,2.5,NA,NA,NA,NIR-06920,2022-01-07T11:17:37Z,7.74,22.47,43.19,57.64,9.7,13.85,11.88,4.94,2021_PLY_HIF 5_25_RM19-2733_2_NIR-06920,8.4,57.6,62.8,2021-12-20T09:30:49Z,NA
RM19-2733,PLY,HIF 5,2021,3,25,74,p,NA,g,NA,NA,1184.5,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,57.2,64.5,2021-12-20T09:31:33Z,NA
RM19-2734,PLY,HIF 5,2021,1,26,8,p,4,g,3,52,1394,11.7,2,NA,NA,NA,NIR-06921,2022-01-07T11:04:12Z,8.02,20.01,47.55,60.47,9.57,13.11,11.37,5.07,2021_PLY_HIF 5_26_RM19-2734_1_NIR-06921,8.4,56.1,62.8,2021-12-20T09:32:30Z,NA
RM19-2734,PLY,HIF 5,2021,2,26,34,p,3,g,3,54,1295.2,11.9,2,NA,NA,NA,NIR-06922,2022-01-07T11:17:08Z,7.39,21.06,45.78,58.22,9.28,15.21,11.01,4.66,2021_PLY_HIF 5_26_RM19-2734_2_NIR-06922,8.3,57.5,63.5,2021-12-20T09:33:16Z,NA
RM19-2734,PLY,HIF 5,2021,3,26,77,p,NA,g,NA,NA,1472.5,11.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,58.1,63.5,2021-12-20T09:34:10Z,NA
RM19-2736,PLY,HIF 5,2021,1,27,25,p,2,g,3,45,1278.1,12.8,2,NA,NA,NA,NIR-06923,2022-01-07T11:18:37Z,7.44,20.8,46.55,58.06,9.17,15.46,10.81,4.69,2021_PLY_HIF 5_27_RM19-2736_1_NIR-06923,8.4,58.1,64.8,2021-12-20T09:35:36Z,NA
RM19-2736,PLY,HIF 5,2021,2,27,36,p,2,g,2.5,46,1337.1,11.9,2,NA,NA,NA,NIR-06924,2022-01-07T11:18:07Z,7.57,21.07,46.35,59.19,9.39,14.27,11.12,4.78,2021_PLY_HIF 5_27_RM19-2736_2_NIR-06924,8.2,58.2,63.7,2021-12-20T09:40:41Z,NA
RM19-2736,PLY,HIF 5,2021,3,27,71,p,NA,g,NA,NA,1477.2,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,57.5,63.9,2021-12-20T09:41:19Z,NA
V14-3508,PLY,HIF 5,2021,1,28,23,w,6,g,3,34,1098.9,15.1,2.5,NA,NA,NA,NIR-06925,2022-01-07T11:19:04Z,7.21,22.47,44.31,60.61,10.35,10.94,11.25,4.9,2021_PLY_HIF 5_28_V14-3508_1_NIR-06925,8.4,53.9,64.6,2021-12-20T09:42:32Z,NA
V14-3508,PLY,HIF 5,2021,2,28,33,w,6,g,2.5,34,1397.6,13.9,2.5,NA,NA,NA,NIR-06926,2022-01-07T11:19:33Z,7.51,21.89,42.93,53.16,8.83,20.13,13.86,5.03,2021_PLY_HIF 5_28_V14-3508_2_NIR-06926,8.3,54.2,63.4,2021-12-20T09:43:06Z,NA
V14-3508,PLY,HIF 5,2021,3,28,81,w,NA,g,NA,NA,1507.7,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,54.5,64.1,2021-12-20T09:43:44Z,NA
Ellis,PLY,HIF 5,2021,1,29,4,w,4,g,1,22,2378.1,11.8,1.5,NA,NA,NA,NIR-06927,2022-01-07T11:20:00Z,7.48,21.9,41,65.36,9.63,6.8,12.82,4.99,2021_PLY_HIF 5_29_Ellis_1_NIR-06927,8.1,56.1,63.5,2021-12-20T09:44:58Z,NA
Ellis,PLY,HIF 5,2021,2,29,45,w,6,g,1,24,1420.5,12.8,1.5,NA,NA,NA,NIR-06928,2022-01-07T11:20:32Z,7.25,21.62,42.09,65.86,9.69,6.88,12.2,4.83,2021_PLY_HIF 5_29_Ellis_2_NIR-06928,8.1,56.7,63.3,2021-12-20T09:45:31Z,NA
Ellis,PLY,HIF 5,2021,3,29,67,w,NA,g,NA,NA,1908.1,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,56.8,64.7,2021-12-20T09:46:01Z,NA
Osage,PLY,HIF 5,2021,1,30,14,p,4,g,1.5,27,2477,12.3,1.5,NA,NA,NA,NIR-06929,2022-01-07T11:16:40Z,7.33,21.11,44.18,61.66,9.74,10.5,12.11,4.7,2021_PLY_HIF 5_30_Osage_1_NIR-06929,8.1,57,62.7,2021-12-20T09:47:36Z,NA
Osage,PLY,HIF 5,2021,2,30,40,p,5,g,1.5,28,2188.5,11.4,1.5,NA,NA,NA,NIR-06930,2022-01-07T11:16:14Z,6.77,22.03,42.61,58.59,9.12,13.26,11.55,4.89,2021_PLY_HIF 5_30_Osage_2_NIR-06930,7.5,58.9,63.2,2021-12-20T09:48:07Z,NA
Osage,PLY,HIF 5,2021,3,30,70,p,NA,g,NA,NA,2076.6,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,56.9,65.3,2021-12-20T09:48:40Z,NA
RM19-2657,CAS,HIF 6,2021,1,1,11,P,12,t,1.5,30,2041.1,14,1.5,NA,NA,NA,NIR-06931,2022-02-16T12:34:51Z,6.8,24.14,40.92,66.13,8.12,9.36,12.16,4.03,2021_CAS_HIF 6_1_RM19-2657_1_NIR-06931,6.5,56.3,66,2022-02-02T08:58:45Z,NA
RM19-2657,CAS,HIF 6,2021,2,1,31,P,13,t,1,28,2240.2,13.4,1.5,NA,NA,NA,NIR-06932,2022-02-16T12:35:28Z,6.59,24.03,41.09,66.16,8.01,10.1,11.81,3.92,2021_CAS_HIF 6_1_RM19-2657_2_NIR-06932,6.7,56.1,68.4,2022-02-02T08:59:16Z,NA
RM19-2657,CAS,HIF 6,2021,3,1,87,P,NA,t,NA,28,2169.5,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,55.9,71.5,2022-02-02T08:59:45Z,NA
RM19-2678,CAS,HIF 6,2021,1,2,28,P,6,g,1,25,1956.9,15,1.5,NA,NA,NA,NIR-06933,2022-02-16T12:35:59Z,6.76,22.23,44.55,60.53,8.92,15.85,11.96,4.1,2021_CAS_HIF 6_2_RM19-2678_1_NIR-06933,7.2,55.5,61.8,2022-02-02T09:00:48Z,NA
RM19-2678,CAS,HIF 6,2021,2,2,51,P,6,g,1,28,2121.1,14.3,1.5,NA,NA,NA,NIR-06934,2022-02-16T12:36:28Z,6.87,22.11,43.93,62.43,8.55,14.09,11.95,3.99,2021_CAS_HIF 6_2_RM19-2678_2_NIR-06934,6.9,56.4,62.4,2022-02-02T09:01:28Z,NA
RM19-2678,CAS,HIF 6,2021,3,2,88,P,NA,g,NA,25,1746.6,16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,55.6,69.9,2022-02-02T09:02:01Z,NA
RM19-2686,CAS,HIF 6,2021,1,3,30,P,13,g,1,29,1567.5,15.2,1.5,NA,NA,NA,NIR-06935,2022-02-16T12:37:50Z,6.43,22.68,42.34,64.15,9.37,10.8,12.91,3.75,2021_CAS_HIF 6_3_RM19-2686_1_NIR-06935,6.3,55.6,62.8,2022-02-02T09:02:59Z,NA
RM19-2686,CAS,HIF 6,2021,2,3,49,P,13,g,1,29,1383.7,14.6,1.5,NA,NA,NA,NIR-06936,2022-02-16T12:38:24Z,6.53,23.06,41.24,63.01,9.27,12.47,12.88,3.92,2021_CAS_HIF 6_3_RM19-2686_2_NIR-06936,7.1,55.8,62.5,2022-02-02T09:03:28Z,NA
RM19-2686,CAS,HIF 6,2021,3,3,72,P,NA,g,NA,32,1703.2,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,55.9,65.3,2022-02-02T09:03:57Z,NA
RM19-2717-2,CAS,HIF 6,2021,1,4,8,P,6,t,1,26,1243.2,13.5,1.5,NA,NA,NA,NIR-06937,2022-02-16T12:38:56Z,6.07,24.8,38.48,66.17,7.33,9.81,12.03,4.43,2021_CAS_HIF 6_4_RM19-2717-2_1_NIR-06937,5.9,54.7,64.3,2022-02-02T09:05:13Z,NA
RM19-2717-2,CAS,HIF 6,2021,2,4,57,P,6,t,1.5,30,1802,14.9,1.5,NA,NA,NA,NIR-06938,2022-02-16T12:39:30Z,5.77,24.04,40.07,62.83,7.97,13.16,11.94,4.13,2021_CAS_HIF 6_4_RM19-2717-2_2_NIR-06938,6.6,55.3,63.1,2022-02-02T09:05:46Z,NA
RM19-2717-2,CAS,HIF 6,2021,3,4,81,P,NA,t,NA,30,1737.3,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,55.3,67.2,2022-02-02T09:08:22Z,NA
RM19-2690,CAS,HIF 6,2021,1,5,29,P,12,g,1,28,1323.5,13.1,1.5,NA,NA,NA,NIR-06939,2022-02-16T12:40:00Z,6.63,22.08,44.78,62.01,9.05,14.19,11.97,4.04,2021_CAS_HIF 6_5_RM19-2690_1_NIR-06939,6,56,65,2022-02-02T09:09:18Z,NA
RM19-2690,CAS,HIF 6,2021,2,5,37,P,8,g,1.5,32,1299.5,13.4,1.5,NA,NA,NA,NIR-06940,2022-02-16T12:40:32Z,6.58,21.68,45.2,63.17,8.44,13.22,11.88,4.02,2021_CAS_HIF 6_5_RM19-2690_2_NIR-06940,5.2,55.3,63.5,2022-02-02T09:09:51Z,NA
RM19-2690,CAS,HIF 6,2021,3,5,68,P,NA,g,NA,28,1268.2,13.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,55.7,73.3,2022-02-02T09:10:20Z,NA
RM19-2691,CAS,HIF 6,2021,1,6,23,P,12,g,1,30,1444.5,13.7,1.5,NA,NA,NA,NIR-06941,2022-02-16T12:41:05Z,7.09,21.34,46.7,63,8.99,12.64,11.69,4.1,2021_CAS_HIF 6_6_RM19-2691_1_NIR-06941,5.3,56.2,63.5,2022-02-02T09:11:11Z,NA
RM19-2691,CAS,HIF 6,2021,2,6,56,P,14,g,1,29,1401.2,14.2,1.5,NA,NA,NA,NIR-06942,2022-02-16T12:41:41Z,6.93,20.93,47.6,64.2,9.18,9.04,12.57,4.19,2021_CAS_HIF 6_6_RM19-2691_2_NIR-06942,6.1,56,63,2022-02-02T09:11:41Z,NA
RM19-2691,CAS,HIF 6,2021,3,6,85,P,NA,g,NA,32,1678.7,15.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,55.6,71.9,2022-02-02T09:12:19Z,NA
RM19-2696,CAS,HIF 6,2021,1,7,22,P,16,g,1.5,36,1478.5,16.2,1.5,NA,NA,NA,NIR-06943,2022-02-16T12:42:11Z,6.08,24.81,39.31,62.36,9.2,11.44,11.79,3.97,2021_CAS_HIF 6_7_RM19-2696_1_NIR-06943,5.4,55.5,63.6,2022-02-02T09:13:14Z,NA
RM19-2696,CAS,HIF 6,2021,2,7,44,P,16,g,1,40,1420.5,17,1.5,NA,NA,NA,NIR-06944,2022-02-16T12:42:41Z,6.12,24.54,40.77,60.83,8.68,12.12,11.54,4.37,2021_CAS_HIF 6_7_RM19-2696_2_NIR-06944,6,55.8,64.3,2022-02-02T09:14:50Z,NA
RM19-2696,CAS,HIF 6,2021,3,7,66,P,NA,g,NA,36,1272.7,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,54.7,71.7,2022-02-02T09:15:25Z,NA
RM19-2697,CAS,HIF 6,2021,1,8,21,P,13,g,1.5,42,1475,17.4,1.5,NA,NA,NA,NIR-06945,2022-02-16T12:43:14Z,6.07,24.41,41.23,60.36,9.14,10.96,12.01,4.66,2021_CAS_HIF 6_8_RM19-2697_1_NIR-06945,4.5,55.8,66.1,2022-02-02T09:17:50Z,NA
RM19-2697,CAS,HIF 6,2021,2,8,54,P,13,g,1.5,36,1536.8,17.4,1.5,NA,NA,NA,NIR-06946,2022-02-16T12:43:45Z,5.99,23.92,42.04,63.5,8.61,9.06,12.09,4.31,2021_CAS_HIF 6_8_RM19-2697_2_NIR-06946,5.5,55.1,64.7,2022-02-02T09:18:21Z,NA
RM19-2697,CAS,HIF 6,2021,3,8,89,P,NA,g,NA,36,1344.2,17.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,55.5,69.8,2022-02-02T09:18:50Z,NA
RM19-2713,CAS,HIF 6,2021,1,9,7,P,6,t,1,26,1221.8,15.1,1.5,NA,NA,NA,NIR-06947,2022-02-16T12:44:18Z,6.03,24.05,39.64,60.41,8.55,15.42,11.78,4.02,2021_CAS_HIF 6_9_RM19-2713_1_NIR-06947,6.1,54.9,65.7,2022-02-02T09:20:00Z,NA
RM19-2713,CAS,HIF 6,2021,2,9,45,P,9,t,1.5,28,1558.8,16.9,1.5,NA,NA,NA,NIR-06948,2022-02-16T12:44:49Z,6.14,24.11,41.3,58.77,7.74,17.59,11.7,3.96,2021_CAS_HIF 6_9_RM19-2713_2_NIR-06948,6.3,54.7,65.1,2022-02-02T09:23:25Z,NA
RM19-2713,CAS,HIF 6,2021,3,9,64,P,NA,t,NA,26,1301.4,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,55.7,65.3,2022-02-02T09:22:27Z,NA
RM19-2714,CAS,HIF 6,2021,1,10,6,P,7,t,1,22,1289.9,15.1,1.5,NA,NA,NA,NIR-06949,2022-02-16T12:45:22Z,6.14,24.46,39.98,66.32,6.72,10.14,12.39,4.52,2021_CAS_HIF 6_10_RM19-2714_1_NIR-06949,7.2,55.7,64.6,2022-02-02T09:24:19Z,NA
RM19-2714,CAS,HIF 6,2021,2,10,39,P,13,t,1,32,1659.6,15.1,1.5,NA,NA,NA,NIR-06950,2022-02-16T12:45:54Z,6.46,23.49,41.07,63.01,7.82,13.17,12.29,3.81,2021_CAS_HIF 6_10_RM19-2714_2_NIR-06950,6.9,55.8,64.6,2022-02-02T09:24:54Z,NA
RM19-2714,CAS,HIF 6,2021,3,10,70,P,NA,t,NA,32,1529.3,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,55.7,66.1,2022-02-02T09:25:25Z,NA
